Motions - Vessel 1
Time	Surge - Vessel 1	Sway - Vessel 1	Heave - Vessel 1	Roll - Vessel 1	Pitch - Vessel 1	Yaw - Vessel 1
2000-01-01 00:00:59	0.000419887	0.00181223	0.000631938	-0.00142368	-1.81003E-05	-0.000619245
2000-01-01 00:00:59	0.000422766	0.00181105	0.000631713	-0.0014091	-1.87229E-05	-0.000626404
2000-01-01 00:00:59	0.000425716	0.00181021	0.000631512	-0.00137077	-1.92775E-05	-0.000634072
2000-01-01 00:00:59	0.00042867	0.00180974	0.000631342	-0.00130956	-1.9717E-05	-0.000642045
2000-01-01 00:01:00	0.000431561	0.00180965	0.000631214	-0.00122677	-2.0003E-05	-0.000650117
2000-01-01 00:01:00	0.000434327	0.00180989	0.000631135	-0.00112417	-2.0134E-05	-0.000658184
2000-01-01 00:01:00	0.00043694	0.00181039	0.000631114	-0.00100398	-2.0145E-05	-0.000666232
2000-01-01 00:01:00	0.000439391	0.00181108	0.000631157	-0.000868701	-2.00776E-05	-0.000674235
2000-01-01 00:01:01	0.000441688	0.00181188	0.000631268	-0.000721137	-1.99764E-05	-0.000682156
2000-01-01 00:01:01	0.00044384	0.00181272	0.000631448	-0.000564297	-1.9886E-05	-0.000689951
2000-01-01 00:01:01	0.00044586	0.00181355	0.000631695	-0.00040134	-1.98487E-05	-0.00069756
2000-01-01 00:01:01	0.00044777	0.00181433	0.000632007	-0.00023552	-1.9902E-05	-0.00070492
2000-01-01 00:01:02	0.000449594	0.00181505	0.000632377	-7.01227E-05	-2.00776E-05	-0.000711962
2000-01-01 00:01:02	0.000451349	0.00181571	0.000632795	9.1654E-05	-2.03645E-05	-0.000718517
2000-01-01 00:01:02	0.000453012	0.00181637	0.000633249	0.000246742	-2.07091E-05	-0.000724341
