2	1024	0.02
1	2	
-0.000559	-0.000266	
-0.000594	-0.000285	
-0.000629	-0.000304	
-0.000667	-0.000324	
-0.000706	-0.000346	
-0.000746	-0.000368	
-0.000788	-0.000392	
-0.000831	-0.000416	
-0.000875	-0.000442	
-0.000921	-0.000469	
-0.000969	-0.000497	
-0.001018	-0.000526	
-0.001068	-0.000556	
-0.001119	-0.000588	
-0.001172	-0.00062	
-0.001226	-0.000654	
-0.001281	-0.000689	
-0.001337	-0.000726	
-0.001394	-0.000763	
-0.001452	-0.000802	
-0.001511	-0.000841	
-0.00157	-0.000882	
-0.00163	-0.000925	
-0.001691	-0.000968	
-0.001751	-0.001012	
-0.001812	-0.001057	
-0.001873	-0.001104	
-0.001934	-0.001151	
-0.001995	-0.001199	
-0.002055	-0.001248	
-0.002115	-0.001298	
-0.002173	-0.001349	
-0.002231	-0.0014	
-0.002287	-0.001451	
-0.002341	-0.001504	
-0.002394	-0.001556	
-0.002445	-0.001609	
-0.002493	-0.001662	
-0.002539	-0.001714	
-0.002582	-0.001767	
-0.002622	-0.001819	
-0.002658	-0.001871	
-0.00269	-0.001923	
-0.002719	-0.001973	
-0.002743	-0.002023	
-0.002762	-0.002072	
-0.002777	-0.002119	
-0.002786	-0.002165	
-0.002789	-0.002209	
-0.002787	-0.002252	
-0.002778	-0.002292	
-0.002762	-0.00233	
-0.002739	-0.002365	
-0.002709	-0.002397	
-0.002671	-0.002427	
-0.002625	-0.002453	
-0.00257	-0.002475	
-0.002507	-0.002494	
-0.002435	-0.002509	
-0.002354	-0.002519	
-0.002263	-0.002525	
-0.002162	-0.002527	
-0.002052	-0.002523	
-0.001931	-0.002513	
-0.0018	-0.002498	
-0.001658	-0.002477	
-0.001506	-0.00245	
-0.001343	-0.002416	
-0.001169	-0.002376	
-0.000984	-0.002328	
-0.000788	-0.002274	
-0.000581	-0.002212	
-0.000363	-0.002142	
-0.000134	-0.002064	
0.000105	-0.001978	
0.000356	-0.001884	
0.000616	-0.001781	
0.000887	-0.00167	
0.001168	-0.00155	
0.001458	-0.00142	
0.001758	-0.001282	
0.002066	-0.001135	
0.002383	-0.000978	
0.002707	-0.000813	
0.003039	-0.000638	
0.003378	-0.000454	
0.003722	-0.00026	
0.004071	-5.8E-05	
0.004425	0.000154	
0.004782	0.000374	
0.005141	0.000603	
0.005502	0.000841	
0.005864	0.001087	
0.006225	0.001341	
0.006585	0.001603	
0.006942	0.001872	
0.007295	0.002148	
0.007642	0.002431	
0.007984	0.00272	
0.008317	0.003015	
0.008642	0.003314	
0.008956	0.003618	
0.009258	0.003926	
0.009547	0.004238	
0.009821	0.004551	
0.01008	0.004867	
0.010321	0.005183	
0.010544	0.0055	
0.010746	0.005815	
0.010928	0.006129	
0.011086	0.006441	
0.011221	0.006748	
0.011331	0.007052	
0.011414	0.007349	
0.011469	0.00764	
0.011496	0.007924	
0.011495	0.008198	
0.011461	0.008463	
0.011396	0.008717	
0.011298	0.008959	
0.011167	0.009187	
0.011002	0.009402	
0.010803	0.009601	
0.010569	0.009783	
0.0103	0.009949	
0.009997	0.010096	
0.009658	0.010223	
0.009285	0.010331	
0.008878	0.010416	
0.008438	0.01048	
0.007964	0.010521	
0.007459	0.010538	
0.006923	0.010531	
0.006357	0.010498	
0.005763	0.010439	
0.005142	0.010353	
0.004495	0.01024	
0.003826	0.010099	
0.003134	0.009931	
0.002424	0.009735	
0.001696	0.009511	
0.000954	0.009258	
0.0002	0.008978	
-0.000564	0.008671	
-0.001333	0.008336	
-0.002105	0.007975	
-0.002877	0.007588	
-0.003646	0.007176	
-0.004409	0.006739	
-0.005162	0.006278	
-0.005902	0.005796	
-0.006626	0.005292	
-0.00733	0.004768	
-0.008012	0.004225	
-0.008667	0.003666	
-0.009292	0.003091	
-0.009884	0.002503	
-0.010438	0.001903	
-0.010951	0.001293	
-0.011421	0.000675	
-0.011842	5.2E-05	
-0.012214	-0.000574	
-0.012532	-0.0012	
-0.012794	-0.001824	
