dir	vel
209.2 	4.03 
219.0 	2.52 
207.8 	3.27 
226.0 	3.02 
212.0 	3.53 
209.2 	2.27 
189.5 	3.02 
217.6 	2.77 
207.8 	3.78 
216.2 	3.78 
213.4 	3.27 
226.0 	3.53 
212.0 	3.53 
203.6 	3.27 
221.8 	4.03 
221.8 	2.77 
216.2 	2.52 
220.4 	3.53 
223.2 	4.03 
212.0 	3.78 
223.2 	4.28 
212.0 	4.03 
228.8 	3.53 
209.2 	4.28 
227.4 	3.53 
213.4 	4.28 
221.8 	4.53 
223.2 	4.28 
216.2 	4.03 
217.6 	4.78 
212.0 	3.78 
210.6 	3.27 
226.0 	3.53 
219.0 	3.27 
209.2 	3.27 
198.0 	3.02 
214.8 	3.53 
216.2 	4.03 
223.2 	5.04 
219.0 	5.29 
227.4 	4.53 
209.2 	4.03 
209.2 	4.28 
220.4 	4.28 
214.8 	3.78 
203.6 	4.28 
221.8 	4.03 
214.8 	3.53 
213.4 	4.78 
220.4 	4.28 
223.2 	3.53 
213.4 	5.04 
227.4 	5.04 
221.8 	4.78 
209.2 	5.79 
219.0 	5.29 
217.6 	5.29 
219.0 	4.78 
216.2 	5.79 
233.1 	3.78 
223.2 	5.04 
213.4 	4.53 
210.6 	3.53 
214.8 	5.29 
221.8 	5.79 
226.0 	4.78 
214.8 	4.78 
217.6 	5.54 
213.4 	5.04 
214.8 	4.53 
213.4 	6.04 
212.0 	5.79 
219.0 	5.29 
217.6 	4.28 
209.2 	4.78 
220.4 	4.03 
227.4 	4.53 
217.6 	3.78 
219.0 	4.53 
213.4 	5.29 
220.4 	4.28 
209.2 	3.53 
217.6 	3.27 
212.0 	4.28 
227.4 	4.78 
200.8 	4.78 
210.6 	4.53 
224.6 	5.29 
209.2 	4.28 
219.0 	5.04 
213.4 	5.04 
213.4 	4.03 
221.8 	4.53 
213.4 	4.53 
212.0 	5.04 
220.4 	4.78 
214.8 	5.04 
210.6 	6.55 
210.6 	5.04 
214.8 	5.29 
210.6 	4.53 
213.4 	5.04 
214.8 	5.04 
214.8 	4.03 
223.2 	5.04 
212.0 	4.03 
216.2 	4.03 
216.2 	3.78 
210.6 	3.78 
216.2 	4.03 
219.0 	5.04 
221.8 	5.29 
214.8 	4.78 
213.4 	4.78 
219.0 	4.03 
213.4 	5.04 
217.6 	5.29 
237.3 	5.04 
214.8 	5.04 
213.4 	5.79 
220.4 	5.54 
217.6 	5.79 
209.2 	5.04 
220.4 	5.29 
219.0 	5.54 
216.2 	4.53 
220.4 	3.53 
198.0 	4.03 
210.6 	4.53 
223.2 	5.29 
198.0 	5.29 
213.4 	5.54 
216.2 	4.28 
196.5 	4.53 
219.0 	4.53 
213.4 	4.78 
214.8 	4.53 
221.8 	4.28 
217.6 	5.54 
209.2 	6.30 
214.8 	5.29 
212.0 	4.78 
234.5 	4.78 
207.8 	4.78 
213.4 	4.78 
212.0 	4.78 
210.6 	4.53 
219.0 	5.54 
213.4 	6.04 
214.8 	5.04 
212.0 	5.29 
219.0 	6.04 
217.6 	5.79 
216.2 	5.54 
217.6 	5.29 
217.6 	6.04 
213.4 	5.79 
219.0 	5.54 
219.0 	4.78 
226.0 	5.79 
224.6 	4.78 
219.0 	5.79 
205.0 	4.78 
212.0 	6.30 
213.4 	6.30 
217.6 	5.79 
214.8 	5.29 
210.6 	5.79 
219.0 	5.29 
210.6 	6.30 
210.6 	5.04 
216.2 	6.55 
213.4 	5.04 
214.8 	6.04 
202.2 	5.54 
210.6 	5.29 
206.4 	5.04 
217.6 	5.04 
203.6 	5.29 
219.0 	6.30 
223.2 	6.80 
209.2 	5.79 
219.0 	5.29 
213.4 	6.04 
213.4 	6.30 
214.8 	5.04 
219.0 	5.79 
220.4 	5.79 
224.6 	5.79 
210.6 	5.54 
220.4 	6.04 
206.4 	6.30 
228.8 	5.79 
203.6 	5.79 
203.6 	5.79 
213.4 	4.78 
203.6 	5.54 
224.6 	6.04 
216.2 	5.79 
219.0 	6.04 
213.4 	7.55 
213.4 	6.30 
217.6 	6.04 
212.0 	4.78 
220.4 	6.04 
214.8 	6.04 
217.6 	6.04 
214.8 	6.04 
206.4 	6.04 
217.6 	5.79 
213.4 	5.29 
220.4 	5.54 
217.6 	5.79 
209.2 	5.04 
221.8 	5.04 
220.4 	4.78 
219.0 	6.04 
214.8 	4.78 
216.2 	5.29 
207.8 	4.53 
210.6 	5.04 
214.8 	5.04 
206.4 	5.54 
216.2 	5.04 
219.0 	4.03 
217.6 	5.04 
228.8 	4.03 
223.2 	4.03 
216.2 	3.78 
213.4 	3.27 
209.2 	4.03 
214.8 	3.78 
214.8 	3.78 
220.4 	4.53 
213.4 	4.28 
214.8 	3.78 
220.4 	4.53 
220.4 	4.53 
220.4 	3.78 
223.2 	4.28 
214.8 	4.53 
226.0 	4.03 
209.2 	3.78 
213.4 	3.78 
216.2 	3.53 
216.2 	4.03 
216.2 	4.03 
226.0 	4.03 
219.0 	3.53 
230.2 	4.03 
230.2 	3.53 
240.1 	3.53 
231.6 	3.53 
212.0 	3.53 
224.6 	3.53 
223.2 	4.03 
210.6 	3.78 
231.6 	3.53 
230.2 	4.03 
226.0 	4.03 
216.2 	3.53 
209.2 	3.02 
223.2 	3.78 
212.0 	3.27 
238.7 	3.53 
203.6 	3.27 
224.6 	3.53 
223.2 	4.28 
219.0 	4.03 
228.8 	3.53 
221.8 	3.53 
219.0 	3.27 
209.2 	3.53 
213.4 	3.27 
231.6 	4.53 
212.0 	3.78 
226.0 	3.78 
206.4 	2.77 
219.0 	2.77 
228.8 	3.02 
237.3 	2.77 
221.8 	3.27 
242.9 	3.27 
231.6 	3.53 
227.4 	3.53 
214.8 	2.77 
221.8 	2.52 
223.2 	3.27 
241.5 	2.52 
217.6 	2.77 
220.4 	3.27 
214.8 	3.02 
216.2 	2.77 
209.2 	3.78 
237.3 	3.02 
233.1 	3.02 
230.2 	2.52 
240.1 	2.77 
238.7 	2.27 
230.2 	2.01 
241.5 	2.77 
228.8 	2.52 
214.8 	2.27 
252.7 	2.27 
220.4 	2.01 
220.4 	2.52 
234.5 	2.52 
237.3 	2.77 
247.1 	2.01 
224.6 	3.02 
219.0 	2.77 
234.5 	2.77 
212.0 	2.52 
241.5 	2.52 
242.9 	2.77 
240.1 	2.77 
230.2 	2.01 
209.2 	2.27 
256.9 	2.01 
221.8 	2.77 
224.6 	2.77 
213.4 	2.77 
231.6 	2.77 
216.2 	2.52 
221.8 	1.76 
231.6 	2.27 
228.8 	2.52 
238.7 	2.77 
212.0 	2.01 
248.5 	2.27 
212.0 	2.52 
223.2 	1.76 
234.5 	3.02 
210.6 	2.77 
223.2 	2.27 
223.2 	3.02 
221.8 	2.27 
235.9 	2.52 
203.6 	2.27 
224.6 	2.27 
223.2 	2.27 
213.4 	2.52 
207.8 	2.77 
231.6 	2.27 
220.4 	2.77 
238.7 	2.52 
221.8 	2.77 
226.0 	2.27 
213.4 	2.52 
220.4 	2.77 
238.7 	2.01 
227.4 	1.76 
235.9 	2.27 
214.8 	2.27 
228.8 	2.52 
228.8 	2.52 
221.8 	2.01 
219.0 	2.27 
212.0 	2.27 
224.6 	2.27 
221.8 	2.77 
221.8 	3.27 
216.2 	2.52 
223.2 	2.52 
235.9 	2.27 
237.3 	2.01 
216.2 	1.76 
231.6 	1.76 
228.8 	2.27 
231.6 	2.52 
240.1 	2.27 
240.1 	1.76 
234.5 	2.52 
237.3 	2.52 
233.1 	2.52 
235.9 	2.27 
224.6 	2.27 
224.6 	2.27 
227.4 	2.27 
237.3 	1.76 
233.1 	2.27 
233.1 	2.52 
235.9 	2.52 
213.4 	2.27 
221.8 	2.01 
241.5 	1.51 
231.6 	2.52 
209.2 	1.51 
244.3 	1.76 
235.9 	2.27 
231.6 	1.76 
234.5 	1.76 
221.8 	2.77 
212.0 	2.27 
217.6 	2.77 
230.2 	2.01 
240.1 	1.76 
220.4 	2.01 
235.9 	2.01 
223.2 	2.52 
242.9 	2.27 
242.9 	2.52 
230.2 	2.77 
212.0 	2.27 
209.2 	2.52 
219.0 	2.27 
223.2 	2.77 
237.3 	2.27 
247.1 	2.01 
221.8 	2.01 
235.9 	2.01 
220.4 	1.76 
227.4 	2.01 
234.5 	2.01 
224.6 	2.52 
213.4 	2.52 
223.2 	3.02 
237.3 	2.52 
213.4 	2.27 
220.4 	2.27 
240.1 	2.01 
224.6 	2.27 
242.9 	1.76 
224.6 	1.76 
248.5 	2.27 
231.6 	2.27 
233.1 	2.27 
234.5 	2.01 
224.6 	2.01 
233.1 	2.27 
234.5 	2.27 
216.2 	2.27 
234.5 	1.76 
226.0 	2.01 
241.5 	2.01 
240.1 	2.01 
248.5 	2.52 
255.5 	1.51 
244.3 	1.51 
256.9 	2.27 
242.9 	1.51 
238.7 	2.27 
234.5 	2.52 
247.1 	1.51 
219.0 	1.26 
216.2 	1.51 
227.4 	1.51 
221.8 	1.76 
237.3 	1.51 
231.6 	1.76 
233.1 	2.27 
220.4 	1.51 
241.5 	2.01 
238.7 	1.76 
235.9 	1.76 
219.0 	1.76 
226.0 	2.01 
235.9 	2.01 
237.3 	1.76 
234.5 	1.76 
244.3 	1.26 
195.1 	1.51 
242.9 	1.51 
247.1 	2.01 
255.5 	1.51 
242.9 	2.01 
247.1 	1.51 
227.4 	2.01 
248.5 	1.51 
237.3 	1.51 
244.3 	1.51 
251.3 	1.26 
224.6 	1.51 
212.0 	1.26 
224.6 	1.51 
242.9 	1.26 
234.5 	1.26 
248.5 	1.76 
235.9 	1.01 
252.7 	1.26 
254.1 	1.26 
241.5 	1.51 
238.7 	1.26 
235.9 	1.51 
233.1 	1.26 
217.6 	1.26 
238.7 	1.01 
248.5 	1.01 
252.7 	1.26 
241.5 	1.76 
256.9 	1.76 
256.9 	1.01 
237.3 	1.01 
255.5 	1.26 
258.3 	1.01 
266.7 	1.76 
268.1 	2.01 
271.0 	1.26 
242.9 	1.01 
240.1 	1.26 
252.7 	1.51 
241.5 	1.26 
245.7 	1.01 
231.6 	1.51 
216.2 	1.01 
220.4 	1.51 
219.0 	1.51 
227.4 	1.76 
245.7 	1.26 
224.6 	1.76 
213.4 	1.51 
212.0 	1.51 
206.4 	1.01 
224.6 	1.01 
231.6 	1.51 
237.3 	0.76 
231.6 	1.26 
181.1 	1.01 
223.2 	1.01 
217.6 	1.76 
216.2 	1.51 
217.6 	1.76 
226.0 	1.26 
221.8 	1.26 
244.3 	1.26 
234.5 	1.76 
213.4 	1.51 
234.5 	1.26 
213.4 	1.51 
217.6 	1.26 
224.6 	1.51 
242.9 	1.51 
230.2 	1.51 
227.4 	1.26 
214.8 	1.51 
244.3 	1.26 
234.5 	1.26 
241.5 	1.51 
237.3 	1.26 
199.4 	1.26 
249.9 	1.76 
221.8 	1.76 
219.0 	1.51 
245.7 	1.51 
219.0 	1.26 
231.6 	1.26 
212.0 	0.76 
220.4 	1.01 
240.1 	1.26 
209.2 	1.51 
214.8 	1.76 
200.8 	1.01 
214.8 	1.76 
210.6 	1.51 
219.0 	1.26 
203.6 	1.26 
226.0 	2.01 
213.4 	1.01 
224.6 	1.26 
226.0 	1.51 
231.6 	1.51 
220.4 	1.26 
217.6 	0.76 
217.6 	1.51 
219.0 	1.01 
228.8 	1.01 
216.2 	1.76 
231.6 	2.01 
221.8 	1.76 
228.8 	1.01 
210.6 	1.01 
226.0 	1.26 
214.8 	1.26 
226.0 	1.51 
247.1 	1.26 
227.4 	1.51 
242.9 	0.76 
230.2 	1.01 
251.3 	0.76 
244.3 	1.26 
241.5 	0.76 
223.2 	1.26 
224.6 	1.51 
238.7 	1.26 
242.9 	1.26 
251.3 	1.26 
245.7 	0.76 
247.1 	1.76 
244.3 	1.26 
256.9 	0.76 
244.3 	0.76 
256.9 	0.76 
249.9 	1.26 
252.7 	1.01 
262.5 	1.01 
258.3 	1.01 
230.2 	0.50 
249.9 	1.01 
241.5 	0.76 
235.9 	1.01 
242.9 	0.76 
249.9 	1.01 
235.9 	1.51 
251.3 	1.01 
252.7 	1.26 
262.5 	1.01 
244.3 	0.50 
249.9 	1.01 
263.9 	0.50 
259.7 	1.51 
254.1 	0.50 
231.6 	0.76 
244.3 	1.26 
256.9 	0.76 
263.9 	1.26 
259.7 	1.76 
249.9 	1.26 
261.1 	0.50 
259.7 	1.51 
237.3 	1.01 
242.9 	0.76 
254.1 	1.26 
233.1 	1.01 
249.9 	0.76 
262.5 	1.26 
263.9 	0.76 
255.5 	1.26 
265.3 	1.76 
240.1 	0.76 
241.5 	0.76 
258.3 	1.76 
241.5 	1.51 
245.7 	1.51 
244.3 	0.76 
217.6 	1.51 
251.3 	1.51 
233.1 	1.26 
266.7 	1.01 
234.5 	1.76 
256.9 	1.76 
248.5 	1.51 
244.3 	2.01 
258.3 	2.01 
251.3 	0.76 
252.7 	1.01 
259.7 	2.01 
266.7 	3.02 
263.9 	3.27 
249.9 	2.01 
256.9 	1.76 
268.1 	2.52 
265.3 	2.27 
249.9 	2.27 
266.7 	2.52 
265.3 	2.77 
240.1 	1.51 
241.5 	1.51 
262.5 	2.27 
249.9 	1.76 
245.7 	1.76 
271.0 	1.76 
255.5 	2.01 
242.9 	1.01 
263.9 	2.01 
234.5 	1.51 
240.1 	1.51 
249.9 	1.01 
249.9 	1.76 
231.6 	2.27 
230.2 	2.01 
261.1 	1.76 
212.0 	1.76 
220.4 	0.76 
263.9 	1.26 
269.6 	1.26 
268.1 	2.52 
256.9 	2.01 
262.5 	2.27 
251.3 	1.26 
266.7 	1.76 
226.0 	1.01 
234.5 	1.26 
224.6 	0.50 
220.4 	1.01 
247.1 	1.26 
217.6 	0.76 
219.0 	1.76 
205.0 	1.51 
203.6 	2.01 
209.2 	2.27 
219.0 	2.27 
226.0 	1.51 
203.6 	1.76 
203.6 	2.52 
223.2 	2.27 
249.9 	1.51 
247.1 	1.76 
220.4 	1.76 
207.8 	2.01 
223.2 	2.01 
219.0 	2.27 
220.4 	2.77 
223.2 	2.01 
209.2 	2.52 
212.0 	2.52 
207.8 	2.52 
221.8 	2.27 
216.2 	2.77 
217.6 	2.27 
238.7 	2.52 
207.8 	2.27 
226.0 	3.02 
231.6 	2.01 
207.8 	1.76 
213.4 	3.02 
212.0 	3.27 
202.2 	2.77 
221.8 	3.53 
203.6 	2.77 
205.0 	1.76 
206.4 	3.02 
213.4 	3.02 
220.4 	2.77 
234.5 	3.53 
220.4 	3.02 
210.6 	3.02 
210.6 	4.28 
207.8 	4.53 
210.6 	3.27 
214.8 	2.77 
217.6 	2.77 
233.1 	3.27 
230.2 	3.27 
214.8 	3.02 
220.4 	3.02 
214.8 	3.02 
209.2 	3.27 
216.2 	3.78 
213.4 	3.78 
224.6 	3.02 
212.0 	4.28 
223.2 	2.01 
213.4 	2.52 
210.6 	3.02 
210.6 	4.28 
207.8 	3.27 
203.6 	3.78 
219.0 	3.27 
216.2 	4.78 
224.6 	3.27 
213.4 	3.27 
212.0 	4.03 
223.2 	3.53 
219.0 	2.52 
224.6 	2.52 
217.6 	2.77 
219.0 	3.27 
213.4 	4.28 
213.4 	3.53 
220.4 	4.28 
221.8 	3.78 
220.4 	3.02 
219.0 	3.53 
202.2 	3.78 
213.4 	4.28 
219.0 	4.28 
216.2 	3.53 
213.4 	3.53 
209.2 	3.78 
209.2 	3.78 
214.8 	4.28 
210.6 	3.27 
212.0 	4.28 
219.0 	3.53 
209.2 	3.02 
203.6 	3.78 
210.6 	3.27 
221.8 	3.53 
213.4 	3.78 
207.8 	4.78 
202.2 	4.28 
213.4 	5.04 
209.2 	3.78 
207.8 	3.02 
212.0 	3.78 
206.4 	3.27 
216.2 	4.28 
216.2 	4.03 
213.4 	4.03 
202.2 	4.03 
205.0 	3.53 
214.8 	3.53 
207.8 	4.03 
205.0 	3.53 
209.2 	3.78 
223.2 	3.78 
212.0 	3.53 
212.0 	4.03 
207.8 	4.03 
228.8 	3.53 
226.0 	3.53 
209.2 	3.78 
216.2 	4.28 
213.4 	4.78 
209.2 	3.78 
217.6 	4.03 
223.2 	3.02 
209.2 	4.03 
216.2 	3.02 
205.0 	2.77 
223.2 	4.03 
216.2 	5.04 
213.4 	3.78 
212.0 	3.53 
219.0 	4.03 
212.0 	4.78 
209.2 	4.78 
216.2 	4.03 
217.6 	4.28 
221.8 	4.28 
217.6 	4.03 
220.4 	3.27 
220.4 	3.27 
212.0 	3.02 
212.0 	5.04 
219.0 	3.78 
210.6 	4.03 
216.2 	3.78 
213.4 	3.53 
199.4 	4.28 
220.4 	5.04 
214.8 	4.53 
213.4 	4.28 
216.2 	4.03 
220.4 	4.03 
214.8 	4.78 
214.8 	4.78 
209.2 	4.03 
228.8 	4.03 
226.0 	3.78 
220.4 	3.53 
216.2 	4.03 
199.4 	3.02 
209.2 	4.28 
210.6 	5.04 
224.6 	4.78 
219.0 	5.04 
212.0 	4.78 
212.0 	4.78 
206.4 	4.03 
224.6 	5.29 
224.6 	4.53 
220.4 	5.29 
214.8 	4.03 
221.8 	4.53 
220.4 	4.78 
223.2 	5.04 
203.6 	4.78 
214.8 	4.78 
212.0 	5.29 
213.4 	5.79 
219.0 	4.28 
217.6 	4.53 
220.4 	4.53 
220.4 	5.54 
210.6 	4.28 
210.6 	5.04 
217.6 	5.29 
207.8 	4.53 
219.0 	4.28 
224.6 	4.28 
216.2 	5.04 
220.4 	4.53 
217.6 	4.78 
213.4 	5.29 
219.0 	4.78 
216.2 	4.53 
228.8 	4.53 
230.2 	5.79 
209.2 	4.78 
217.6 	5.04 
209.2 	4.53 
230.2 	5.04 
203.6 	5.29 
224.6 	6.04 
216.2 	5.04 
213.4 	5.79 
213.4 	5.79 
219.0 	5.54 
206.4 	5.54 
214.8 	4.78 
226.0 	5.29 
220.4 	5.29 
219.0 	6.80 
216.2 	6.55 
213.4 	5.54 
219.0 	6.30 
210.6 	5.79 
217.6 	5.54 
210.6 	6.30 
213.4 	5.54 
209.2 	6.30 
216.2 	5.04 
214.8 	6.04 
210.6 	6.55 
210.6 	6.30 
216.2 	5.29 
202.2 	6.55 
223.2 	6.04 
209.2 	4.78 
205.0 	4.53 
210.6 	4.53 
212.0 	4.78 
217.6 	5.29 
216.2 	6.30 
205.0 	5.29 
213.4 	3.78 
212.0 	5.29 
212.0 	4.28 
207.8 	4.53 
228.8 	4.28 
219.0 	4.03 
206.4 	4.28 
216.2 	5.04 
217.6 	4.53 
220.4 	4.53 
213.4 	5.04 
213.4 	4.53 
216.2 	4.28 
228.8 	4.53 
221.8 	5.29 
227.4 	4.53 
217.6 	3.53 
220.4 	4.53 
217.6 	4.28 
209.2 	4.28 
203.6 	4.28 
202.2 	4.03 
210.6 	5.04 
223.2 	4.28 
217.6 	4.28 
227.4 	4.78 
212.0 	4.03 
223.2 	5.54 
221.8 	5.29 
209.2 	4.53 
212.0 	4.78 
217.6 	4.28 
214.8 	5.79 
213.4 	4.28 
224.6 	3.78 
238.7 	4.28 
210.6 	4.78 
207.8 	4.53 
221.8 	4.28 
230.2 	4.28 
223.2 	5.04 
234.5 	5.29 
210.6 	4.53 
199.4 	5.04 
206.4 	4.28 
210.6 	4.78 
221.8 	5.04 
224.6 	4.53 
217.6 	4.78 
212.0 	4.53 
220.4 	4.03 
220.4 	4.03 
220.4 	4.03 
217.6 	4.28 
210.6 	3.53 
223.2 	4.03 
220.4 	3.78 
219.0 	4.28 
213.4 	3.53 
219.0 	3.78 
230.2 	3.53 
235.9 	3.02 
214.8 	3.27 
221.8 	3.27 
228.8 	4.53 
226.0 	4.03 
224.6 	3.27 
214.8 	3.78 
228.8 	4.28 
227.4 	4.28 
237.3 	4.03 
213.4 	4.03 
233.1 	4.53 
223.2 	4.03 
220.4 	4.03 
199.4 	3.02 
234.5 	4.03 
227.4 	3.78 
221.8 	3.78 
213.4 	3.02 
221.8 	3.53 
238.7 	3.27 
226.0 	3.53 
221.8 	4.03 
223.2 	3.53 
237.3 	3.78 
221.8 	3.02 
226.0 	2.52 
244.3 	2.77 
247.1 	3.02 
224.6 	3.02 
234.5 	3.02 
230.2 	2.77 
207.8 	3.27 
223.2 	3.02 
228.8 	2.77 
221.8 	3.27 
234.5 	2.27 
230.2 	2.52 
221.8 	3.02 
231.6 	3.02 
230.2 	2.77 
224.6 	2.52 
216.2 	2.77 
230.2 	3.53 
214.8 	3.53 
221.8 	4.03 
221.8 	3.53 
230.2 	2.52 
224.6 	3.02 
217.6 	3.27 
237.3 	3.02 
207.8 	3.02 
214.8 	2.77 
224.6 	2.77 
220.4 	3.27 
224.6 	2.52 
214.8 	2.52 
221.8 	2.77 
214.8 	3.78 
219.0 	4.03 
220.4 	3.27 
214.8 	3.78 
224.6 	3.27 
212.0 	3.27 
223.2 	3.27 
224.6 	3.27 
219.0 	3.27 
217.6 	3.27 
203.6 	3.02 
237.3 	3.27 
230.2 	2.52 
223.2 	2.77 
221.8 	2.52 
228.8 	2.52 
240.1 	2.52 
240.1 	1.76 
235.9 	2.01 
230.2 	2.52 
234.5 	2.52 
231.6 	2.01 
213.4 	2.01 
238.7 	2.27 
262.5 	2.01 
242.9 	2.01 
224.6 	2.01 
220.4 	2.01 
217.6 	2.27 
224.6 	2.01 
224.6 	2.52 
233.1 	2.77 
213.4 	2.52 
210.6 	2.27 
226.0 	2.77 
226.0 	2.77 
220.4 	2.77 
223.2 	2.52 
220.4 	3.02 
233.1 	2.01 
235.9 	2.52 
233.1 	2.52 
245.7 	2.27 
235.9 	2.01 
241.5 	2.27 
244.3 	2.27 
252.7 	2.01 
233.1 	2.01 
240.1 	1.76 
226.0 	2.01 
242.9 	1.76 
244.3 	2.27 
235.9 	2.27 
240.1 	2.27 
231.6 	1.76 
237.3 	2.27 
255.5 	1.51 
220.4 	2.27 
219.0 	2.27 
228.8 	2.01 
221.8 	2.01 
223.2 	1.51 
255.5 	1.76 
245.7 	2.27 
235.9 	2.01 
226.0 	1.51 
242.9 	2.27 
235.9 	1.76 
212.0 	2.01 
258.3 	1.76 
227.4 	1.51 
234.5 	1.76 
244.3 	1.76 
244.3 	1.76 
230.2 	1.51 
237.3 	1.76 
227.4 	2.01 
241.5 	1.76 
240.1 	2.01 
242.9 	1.76 
221.8 	1.51 
233.1 	1.76 
237.3 	1.76 
247.1 	1.51 
234.5 	2.01 
238.7 	2.01 
242.9 	1.51 
237.3 	1.26 
240.1 	1.76 
247.1 	1.76 
231.6 	2.52 
241.5 	1.76 
248.5 	2.52 
221.8 	1.76 
245.7 	1.76 
249.9 	1.51 
245.7 	1.76 
220.4 	1.51 
233.1 	2.52 
237.3 	2.52 
255.5 	2.01 
245.7 	1.76 
252.7 	2.01 
235.9 	2.01 
258.3 	2.01 
245.7 	2.01 
252.7 	2.27 
240.1 	2.01 
238.7 	2.01 
252.7 	2.27 
259.7 	1.51 
245.7 	2.52 
258.3 	1.76 
224.6 	2.01 
247.1 	1.76 
242.9 	2.01 
263.9 	1.76 
247.1 	2.27 
249.9 	1.76 
233.1 	2.01 
230.2 	2.01 
248.5 	2.27 
249.9 	1.51 
245.7 	2.27 
247.1 	1.76 
245.7 	2.01 
240.1 	2.01 
256.9 	1.76 
241.5 	2.01 
247.1 	1.51 
252.7 	2.01 
263.9 	2.27 
261.1 	2.01 
256.9 	1.26 
258.3 	1.76 
251.3 	2.01 
233.1 	1.76 
256.9 	2.52 
226.0 	1.26 
240.1 	1.26 
242.9 	1.26 
227.4 	2.01 
226.0 	2.27 
224.6 	1.76 
224.6 	1.76 
221.8 	2.27 
237.3 	1.76 
235.9 	1.76 
235.9 	2.01 
259.7 	2.01 
247.1 	2.01 
254.1 	1.76 
248.5 	1.76 
261.1 	1.76 
249.9 	1.51 
230.2 	1.51 
231.6 	1.51 
244.3 	2.27 
240.1 	1.51 
259.7 	2.77 
266.7 	2.52 
256.9 	2.27 
252.7 	1.01 
259.7 	1.01 
261.1 	2.52 
256.9 	2.27 
247.1 	1.51 
247.1 	1.01 
258.3 	1.76 
254.1 	1.51 
249.9 	2.01 
273.8 	1.76 
241.5 	1.51 
234.5 	1.26 
244.3 	1.01 
234.5 	1.01 
256.9 	1.26 
240.1 	0.76 
247.1 	1.01 
224.6 	1.01 
209.2 	0.76 
216.2 	1.26 
235.9 	0.76 
241.5 	1.76 
202.2 	1.01 
223.2 	1.26 
216.2 	1.51 
233.1 	1.01 
245.7 	1.26 
240.1 	0.76 
251.3 	1.01 
234.5 	1.01 
213.4 	0.76 
231.6 	1.01 
252.7 	0.76 
248.5 	1.01 
230.2 	1.01 
240.1 	0.76 
228.8 	1.26 
244.3 	1.26 
240.1 	1.26 
244.3 	1.51 
256.9 	1.01 
233.1 	0.76 
219.0 	0.25 
245.7 	0.50 
256.9 	0.25 
240.1 	0.50 
258.3 	0.76 
228.8 	0.76 
216.2 	0.76 
235.9 	0.76 
234.5 	0.76 
242.9 	0.50 
242.9 	0.50 
251.3 	1.26 
251.3 	1.26 
230.2 	0.76 
219.0 	1.26 
224.6 	0.76 
228.8 	1.26 
231.6 	1.26 
214.8 	1.51 
213.4 	1.26 
213.4 	1.26 
226.0 	1.01 
205.0 	1.01 
209.2 	1.51 
223.2 	1.01 
231.6 	0.76 
237.3 	0.76 
220.4 	0.76 
234.5 	0.50 
230.2 	0.76 
223.2 	0.50 
252.7 	1.01 
234.5 	1.01 
220.4 	1.01 
216.2 	1.01 
214.8 	1.26 
216.2 	1.26 
214.8 	2.01 
228.8 	1.26 
235.9 	0.76 
249.9 	0.76 
245.7 	1.01 
216.2 	1.26 
244.3 	1.01 
237.3 	0.50 
248.5 	1.01 
259.7 	1.26 
263.9 	1.01 
252.7 	0.50 
240.1 	0.50 
223.2 	0.50 
254.1 	0.50 
251.3 	0.76 
234.5 	0.50 
248.5 	1.01 
214.8 	0.76 
214.8 	0.76 
245.7 	0.50 
251.3 	1.01 
237.3 	0.76 
212.0 	0.50 
245.7 	0.50 
220.4 	1.01 
231.6 	0.50 
241.5 	0.76 
224.6 	0.50 
263.9 	0.76 
266.7 	0.50 
252.7 	1.26 
268.1 	0.50 
272.4 	1.01 
265.3 	1.51 
266.7 	1.01 
268.1 	1.01 
268.1 	1.76 
269.6 	1.51 
265.3 	1.51 
268.1 	1.26 
263.9 	0.25 
269.6 	0.76 
282.2 	1.01 
271.0 	1.26 
273.8 	0.76 
275.2 	0.76 
275.2 	1.01 
282.2 	0.76 
282.2 	0.50 
283.6 	0.50 
286.4 	1.01 
292.0 	1.01 
293.4 	1.01 
293.4 	1.01 
289.2 	0.76 
279.4 	0.25 
279.4 	0.25 
279.4 	0.00 
279.4 	0.00 
279.4 	0.00 
279.4 	0.00 
279.4 	0.00 
279.4 	0.00 
279.4 	0.00 
279.4 	0.00 
279.4 	0.00 
279.4 	0.00 
279.4 	0.00 
279.4 	0.00 
287.8 	0.25 
318.7 	0.76 
324.3 	0.25 
324.3 	0.50 
324.3 	0.76 
324.3 	0.25 
324.3 	0.00 
324.3 	0.00 
324.3 	0.00 
324.3 	0.00 
324.3 	0.00 
324.3 	0.00 
324.3 	0.00 
324.3 	0.00 
324.3 	0.00 
324.3 	0.00 
324.3 	0.00 
324.3 	0.50 
327.1 	0.25 
327.1 	0.00 
327.1 	0.00 
327.1 	0.00 
223.2 	0.00 
297.6 	0.25 
287.8 	0.50 
248.5 	0.00 
263.9 	1.26 
265.3 	0.76 
280.8 	0.50 
258.3 	1.76 
271.0 	1.26 
278.0 	1.26 
276.6 	1.51 
272.4 	2.01 
272.4 	1.26 
262.5 	1.01 
276.6 	1.76 
292.0 	2.27 
283.6 	2.27 
282.2 	1.51 
292.0 	1.51 
276.6 	1.26 
268.1 	1.76 
265.3 	1.51 
285.0 	1.26 
283.6 	1.51 
282.2 	1.01 
268.1 	0.50 
290.6 	1.01 
290.6 	1.76 
287.8 	1.26 
285.0 	0.76 
292.0 	1.01 
