dir	vel
254.1	10.69
263.9	11.83
256.9	7.9
256.9	7.9
263.9	9.57
252.7	6.76
258.3	8.46
259.7	7.31
255.5	6.76
262.5	9.01
262.5	10.13
261.1	9.01
255.5	7.31
256.9	6.2
247.1	7.9
249.9	8.46
268.1	8.46
258.3	7.31
254.1	6.76
261.1	7.31
255.5	9.57
245.7	7.31
248.5	11.27
256.9	7.9
255.5	6.76
255.5	7.31
245.7	9.01
252.7	7.31
249.9	6.2
231.6	6.2
266.7	6.76
245.7	6.76
247.1	7.31
241.5	6.2
249.9	7.9
252.7	9.01
249.9	7.9
247.1	8.46
248.5	9.01
251.3	7.9
238.7	10.13
242.9	9.57
254.1	10.69
262.5	14.09
258.3	14.09
263.9	11.83
256.9	10.69
261.1	11.27
256.9	10.13
240.1	7.9
249.9	5.64
233.1	6.2
251.3	6.2
263.9	6.76
252.7	7.9
258.3	8.46
242.9	7.9
238.7	6.76
240.1	5.64
252.7	10.13
268.1	7.9
252.7	6.2
261.1	7.31
262.5	7.9
258.3	9.57
263.9	6.76
263.9	7.31
259.7	6.76
262.5	7.31
249.9	7.31
256.9	7.9
259.7	7.31
262.5	7.31
254.1	7.31
237.3	3.94
247.1	4.5
237.3	5.64
255.5	7.9
256.9	7.9
248.5	7.31
240.1	6.2
249.9	6.2
251.3	8.46
255.5	10.13
252.7	7.9
262.5	7.31
258.3	8.46
258.3	9.01
261.1	10.13
259.7	6.76
248.5	7.9
255.5	8.46
261.1	7.9
256.9	7.9
263.9	9.57
254.1	7.31
261.1	9.57
248.5	8.46
255.5	7.9
262.5	6.76
252.7	7.9
255.5	10.13
256.9	8.46
262.5	8.46
252.7	10.69
256.9	10.13
258.3	10.69
248.5	6.2
244.3	6.76
252.7	7.31
241.5	6.76
255.5	9.01
249.9	5.64
254.1	9.01
259.7	6.2
258.3	6.76
259.7	7.31
254.1	7.9
252.7	7.31
249.9	8.46
262.5	9.57
254.1	7.31
261.1	9.57
262.5	9.01
263.9	9.01
265.3	8.46
258.3	8.46
248.5	8.46
254.1	10.13
252.7	6.76
241.5	4.5
255.5	7.31
255.5	8.46
251.3	6.76
252.7	5.08
254.1	6.2
255.5	8.46
265.3	9.01
262.5	8.46
256.9	7.9
263.9	7.31
263.9	6.76
265.3	4.5
248.5	5.64
259.7	6.76
258.3	6.76
251.3	7.9
262.5	6.2
242.9	5.64
255.5	6.2
249.9	5.64
249.9	3.94
235.9	5.08
252.7	6.76
245.7	6.2
261.1	6.2
251.3	7.9
248.5	7.9
248.5	7.31
237.3	7.31
248.5	8.46
252.7	7.9
258.3	9.57
256.9	8.46
265.3	11.83
241.5	9.57
259.7	6.76
262.5	9.57
244.3	6.76
258.3	8.46
255.5	6.76
256.9	9.01
249.9	10.13
252.7	9.57
254.1	10.13
259.7	7.9
262.5	10.13
262.5	12.39
265.3	12.95
266.7	12.39
262.5	10.13
262.5	10.13
273.8	8.46
256.9	9.57
263.9	9.01
252.7	10.13
263.9	10.13
256.9	10.69
262.5	10.69
259.7	9.57
256.9	10.13
259.7	9.57
259.7	11.83
265.3	9.01
256.9	7.31
259.7	9.57
266.7	10.69
268.1	10.13
262.5	10.13
266.7	9.01
266.7	7.9
256.9	9.01
259.7	8.46
263.9	10.13
259.7	8.46
265.3	10.13
266.7	10.13
259.7	10.69
258.3	7.9
261.1	8.46
244.3	8.46
255.5	8.46
256.9	9.57
256.9	9.57
263.9	9.57
258.3	9.57
263.9	9.57
255.5	8.46
256.9	9.01
263.9	7.31
261.1	7.31
255.5	6.76
262.5	5.64
265.3	6.76
263.9	7.9
261.1	7.9
254.1	6.76
252.7	6.2
256.9	6.76
258.3	6.2
235.9	5.08
258.3	5.64
252.7	4.5
251.3	5.08
248.5	5.08
251.3	3.38
244.3	6.2
251.3	3.94
258.3	6.2
254.1	6.76
259.7	5.08
256.9	6.2
258.3	6.76
259.7	6.76
255.5	5.08
249.9	6.2
248.5	7.31
255.5	7.31
259.7	5.64
266.7	7.31
254.1	10.13
262.5	8.46
247.1	7.9
259.7	8.46
248.5	6.2
247.1	5.64
249.9	7.31
259.7	7.9
234.5	6.76
248.5	6.76
252.7	7.9
258.3	8.46
263.9	7.9
262.5	7.31
262.5	9.57
265.3	10.13
262.5	6.76
263.9	8.46
266.7	11.83
271	8.46
261.1	9.01
263.9	9.01
269.6	8.46
265.3	5.64
266.7	7.9
256.9	7.31
256.9	7.9
258.3	6.76
258.3	10.13
263.9	7.9
261.1	6.2
262.5	6.76
259.7	8.46
251.3	7.9
255.5	6.2
258.3	7.31
259.7	5.64
265.3	9.01
254.1	5.64
259.7	8.46
262.5	5.64
261.1	6.76
258.3	9.57
262.5	9.01
266.7	6.76
271	7.9
271	10.13
254.1	8.46
261.1	9.57
259.7	8.46
262.5	9.01
259.7	8.46
262.5	10.13
256.9	10.69
251.3	9.01
256.9	11.27
261.1	10.69
256.9	9.01
256.9	8.46
263.9	9.01
265.3	9.01
261.1	11.27
263.9	9.57
261.1	10.69
262.5	13.51
262.5	12.95
252.7	9.57
247.1	9.01
256.9	7.9
259.7	9.01
261.1	7.31
262.5	7.31
258.3	10.69
252.7	9.57
258.3	8.46
255.5	6.76
266.7	7.9
256.9	9.57
259.7	8.46
258.3	10.69
263.9	10.13
261.1	11.83
268.1	10.69
273.8	11.27
266.7	9.57
278	10.13
268.1	8.46
272.4	9.01
273.8	10.69
271	12.39
265.3	10.69
266.7	10.69
273.8	11.83
272.4	9.57
265.3	8.46
265.3	8.46
272.4	9.01
266.7	9.57
266.7	9.01
271	9.01
263.9	9.57
261.1	10.13
258.3	10.13
261.1	9.01
266.7	10.69
261.1	10.69
261.1	11.27
268.1	12.39
262.5	11.83
261.1	11.27
258.3	13.51
259.7	10.13
254.1	9.57
262.5	10.69
262.5	11.83
254.1	11.27
258.3	10.69
268.1	11.83
263.9	9.57
263.9	8.46
265.3	10.13
266.7	10.13
266.7	11.27
254.1	11.83
256.9	10.13
251.3	8.46
258.3	10.69
261.1	10.13
259.7	11.83
261.1	11.83
255.5	9.57
259.7	12.39
269.6	10.13
258.3	9.57
256.9	10.13
256.9	10.13
255.5	9.57
258.3	11.83
263.9	11.83
262.5	11.27
262.5	12.39
263.9	10.13
258.3	12.39
271	11.27
261.1	11.27
248.5	7.31
261.1	10.69
254.1	10.13
259.7	6.76
254.1	7.9
262.5	7.9
266.7	10.69
248.5	13.51
265.3	12.39
262.5	11.27
258.3	12.39
261.1	15.77
263.9	9.01
263.9	15.77
259.7	12.39
265.3	10.69
259.7	12.95
268.1	12.95
268.1	11.27
271	14.65
272.4	14.65
259.7	12.95
263.9	15.77
273.8	12.95
261.1	16.33
272.4	14.65
256.9	14.09
271	15.21
266.7	12.95
265.3	14.65
269.6	12.39
262.5	15.21
275.2	12.95
275.2	15.21
266.7	11.27
272.4	14.09
269.6	14.09
266.7	15.21
265.3	12.95
256.9	10.13
265.3	10.69
266.7	15.21
266.7	17.47
262.5	14.09
261.1	11.27
262.5	7.9
263.9	7.31
268.1	10.69
268.1	15.21
259.7	11.27
263.9	12.95
227.4 	3.27 
247.1 	2.77 
247.1 	2.77 
231.6 	3.02 
235.9 	2.77 
231.6 	2.77 
241.5 	2.01 
241.5 	2.52 
255.5 	3.27 
242.9 	2.52 
240.1 	2.52 
224.6 	3.02 
226.0 	2.52 
231.6 	2.77 
235.9 	2.77 
237.3 	2.77 
234.5 	2.52 
234.5 	3.02 
238.7 	3.02 
216.2 	2.77 
227.4 	2.77 
226.0 	2.77 
240.1 	2.52 
240.1 	2.27 
240.1 	2.77 
251.3 	2.01 
227.4 	2.52 
238.7 	2.01 
233.1 	2.27 
247.1 	2.77 
223.2 	2.52 
240.1 	1.76 
241.5 	2.01 
235.9 	2.52 
227.4 	2.52 
238.7 	2.27 
219.0 	2.27 
224.6 	2.01 
242.9 	2.27 
240.1 	1.76 
249.9 	2.27 
241.5 	1.76 
234.5 	1.76 
237.3 	1.76 
237.3 	1.76 
237.3 	1.26 
241.5 	1.76 
234.5 	1.26 
249.9 	1.76 
233.1 	1.26 
233.1 	1.76 
249.9 	1.51 
247.1 	1.26 
256.9 	1.51 
245.7 	1.76 
231.6 	1.51 
224.6 	1.51 
263.9 	1.26 
227.4 	1.01 
241.5 	1.76 
237.3 	1.51 
255.5 	1.26 
231.6 	0.76 
259.7 	0.76 
255.5 	0.76 
245.7 	1.51 
263.9 	1.76 
261.1 	1.76 
251.3 	2.01 
261.1 	2.27 
254.1 	2.27 
256.9 	2.27 
251.3 	1.26 
254.1 	1.76 
238.7 	1.51 
244.3 	1.26 
252.7 	1.76 
259.7 	2.27 
249.9 	2.01 
263.9 	1.51 
262.5 	2.77 
259.7 	1.51 
266.7 	3.02 
259.7 	2.01 
262.5 	2.27 
265.3 	3.02 
262.5 	2.27 
262.5 	3.02 
254.1 	1.76 
262.5 	2.52 
265.3 	2.77 
259.7 	2.52 
271.0 	2.77 
263.9 	2.27 
259.7 	1.76 
262.5 	1.76 
259.7 	2.27 
261.1 	2.27 
265.3 	2.01 
259.7 	2.52 
268.1 	2.77 
261.1 	2.27 
266.7 	2.52 
271.0 	3.27 
266.7 	2.27 
266.7 	2.77 
269.6 	2.52 
268.1 	2.52 
259.7 	2.01 
248.5 	2.52 
256.9 	2.01 
252.7 	1.76 
255.5 	2.01 
262.5 	2.27 
262.5 	1.51 
256.9 	1.51 
254.1 	2.01 
245.7 	1.01 
251.3 	1.51 
206.4 	1.51 
251.3 	1.01 
256.9 	2.01 
258.3 	1.76 
251.3 	1.26 
255.5 	2.01 
248.5 	1.76 
240.1 	1.01 
247.1 	1.76 
242.9 	1.76 
258.3 	2.01 
228.8 	1.26 
235.9 	1.51 
228.8 	1.51 
233.1 	1.51 
237.3 	1.76 
248.5 	1.51 
251.3 	2.01 
248.5 	1.76 
252.7 	1.76 
242.9 	1.76 
237.3 	1.76 
258.3 	2.01 
247.1 	1.76 
233.1 	2.01 
247.1 	1.51 
249.9 	2.01 
255.5 	1.51 
242.9 	1.26 
245.7 	1.76 
251.3 	1.51 
252.7 	1.26 
247.1 	2.01 
241.5 	1.76 
241.5 	1.51 
255.5 	1.51 
249.9 	1.76 
256.9 	1.76 
265.3 	1.76 
241.5 	1.76 
258.3 	1.51 
244.3 	1.26 
261.1 	1.26 
233.1 	1.26 
252.7 	1.51 
245.7 	1.51 
263.9 	1.26 
248.5 	1.26 
255.5 	0.76 
221.8 	1.26 
247.1 	1.26 
265.3 	1.51 
268.1 	1.51 
258.3 	1.26 
238.7 	1.01 
240.1 	1.26 
255.5 	1.76 
242.9 	1.51 
259.7 	1.51 
255.5 	1.51 
242.9 	1.01 
248.5 	1.51 
251.3 	1.01 
240.1 	0.50 
240.1 	0.76 
238.7 	0.50 
242.9 	0.76 
235.9 	0.76 
268.1 	1.76 
265.3 	2.77 
265.3 	2.52 
265.3 	2.27 
265.3 	1.76 
263.9 	2.27 
262.5 	1.76 
272.4 	2.01 
245.7 	1.26 
254.1 	1.51 
262.5 	2.27 
256.9 	2.27 
266.7 	1.51 
251.3 	1.76 
261.1 	2.27 
262.5 	2.52 
269.6 	2.01 
268.1 	2.27 
263.9 	2.27 
269.6 	2.27 
265.3 	2.27 
263.9 	2.52 
269.6 	2.52 
269.6 	2.77 
269.6 	2.27 
271.0 	2.27 
268.1 	1.26 
268.1 	2.52 
255.5 	1.26 
266.7 	1.76 
266.7 	2.01 
265.3 	2.27 
265.3 	2.52 
276.6 	2.52 
271.0 	2.52 
272.4 	2.77 
273.8 	2.77 
272.4 	2.77 
259.7 	1.76 
268.1 	3.02 
266.7 	2.77 
269.6 	1.51 
268.1 	2.01 
268.1 	2.01 
268.1 	2.27 
259.7 	1.51 
259.7 	1.26 
265.3 	2.01 
265.3 	1.51 
261.1 	1.26 
262.5 	1.26 
265.3 	1.51 
262.5 	2.01 
266.7 	2.27 
265.3 	2.27 
265.3 	1.51 
266.7 	1.76 
254.1 	1.01 
262.5 	1.51 
254.1 	1.01 
254.1 	1.01 
263.9 	1.76 
273.8 	2.27 
266.7 	2.27 
265.3 	1.76 
271.0 	2.01 
271.0 	1.51 
268.1 	1.76 
263.9 	1.51 
263.9 	1.26 
273.8 	2.01 
276.6 	1.76 
271.0 	2.01 
263.9 	1.51 
266.7 	1.01 
268.1 	1.51 
263.9 	1.51 
271.0 	1.26 
269.6 	0.76 
259.7 	1.26 
266.7 	0.76 
271.0 	0.76 
283.6 	0.50 
283.6 	0.50 
285.0 	1.01 
297.6 	1.01 
299.0 	1.26 
299.0 	1.26 
293.4 	0.76 
289.2 	1.26 
292.0 	0.76 
276.6 	0.76 
275.2 	1.01 
279.4 	1.01 
279.4 	1.01 
255.5 	1.01 
279.4 	1.01 
285.0 	0.50 
285.0 	0.76 
271.0 	1.01 
278.0 	1.26 
273.8 	1.26 
268.1 	1.26 
275.2 	1.51 
276.6 	1.51 
273.8 	1.01 
279.4 	1.01 
280.8 	1.51 
266.7 	1.01 
273.8 	1.76 
276.6 	1.76 
273.8 	1.76 
263.9 	1.01 
261.1 	1.26 
269.6 	1.51 
271.0 	2.01 
273.8 	2.01 
273.8 	2.01 
269.6 	2.01 
269.6 	1.76 
268.1 	1.51 
271.0 	1.76 
263.9 	1.51 
268.1 	2.27 
262.5 	1.51 
266.7 	1.26 
268.1 	1.26 
262.5 	1.26 
265.3 	2.01 
268.1 	1.76 
266.7 	1.51 
261.1 	1.51 
261.1 	1.76 
259.7 	0.76 
266.7 	2.01 
263.9 	1.51 
268.1 	2.01 
268.1 	1.76 
263.9 	1.01 
259.7 	1.26 
271.0 	1.26 
265.3 	1.01 
269.6 	1.76 
268.1 	2.01 
269.6 	2.01 
272.4 	2.27 
262.5 	1.76 
266.7 	1.76 
268.1 	1.76 
272.4 	1.51 
269.6 	1.26 
268.1 	1.76 
259.7 	1.01 
263.9 	1.26 
268.1 	1.26 
269.6 	1.51 
269.6 	1.76 
265.3 	1.26 
268.1 	1.26 
263.9 	1.01 
269.6 	1.26 
272.4 	1.51 
271.0 	1.26 
262.5 	1.26 
261.1 	1.01 
266.7 	1.01 
268.1 	1.26 
278.0 	0.50 
275.2 	1.26 
290.6 	1.51 
283.6 	1.01 
275.2 	1.51 
272.4 	1.01 
279.4 	1.01 
272.4 	1.51 
271.0 	1.51 
276.6 	1.51 
275.2 	1.51 
275.2 	1.51 
268.1 	1.01 
269.6 	1.01 
276.6 	1.26 
280.8 	1.26 
278.0 	1.26 
282.2 	1.51 
265.3 	1.01 
278.0 	1.26 
272.4 	1.26 
279.4 	1.26 
283.6 	1.26 
278.0 	1.51 
280.8 	1.26 
265.3 	1.01 
272.4 	1.26 
269.6 	1.51 
276.6 	1.26 
273.8 	2.01 
271.0 	1.26 
276.6 	1.51 
272.4 	1.51 
276.6 	1.51 
279.4 	1.51 
273.8 	2.52 
276.6 	2.27 
268.1 	2.27 
272.4 	2.77 
268.1 	2.01 
269.6 	2.27 
266.7 	1.76 
268.1 	2.27 
263.9 	1.76 
268.1 	2.27 
273.8 	2.01 
276.6 	2.01 
265.3 	2.27 
266.7 	2.01 
271.0 	2.52 
271.0 	3.27 
266.7 	1.76 
269.6 	3.02 
263.9 	2.52 
262.5 	2.77 
262.5 	2.27 
272.4 	1.76 
269.6 	1.26 
258.3 	2.52 
266.7 	2.27 
252.7 	2.52 
262.5 	2.77 
228.8 	2.01 
247.1 	2.01 
247.1 	3.53 
258.3 	2.77 
245.7 	1.76 
255.5 	2.77 
226.0 	1.76 
268.1 	3.02 
275.2 	3.27 
262.5 	3.02 
227.4 	1.76 
237.3 	2.27 
244.3 	2.52 
252.7 	2.52 
261.1 	3.53 
241.5 	3.02 
241.5 	2.52 
244.3 	2.77 
248.5 	2.27 
228.8 	2.52 
252.7 	2.77 
227.4 	2.27 
226.0 	2.77 
219.0 	3.02 
214.8 	3.27 
214.8 	3.53 
214.8 	2.01 
228.8 	2.52 
209.2 	3.02 
220.4 	2.77 
220.4 	3.02 
207.8 	2.01 
228.8 	2.77 
213.4 	3.02 
231.6 	4.03 
221.8 	4.03 
220.4 	3.53 
221.8 	3.27 
216.2 	3.78 
217.6 	3.78 
216.2 	3.78 
210.6 	2.77 
228.8 	3.53 
223.2 	3.78 
212.0 	3.53 
227.4 	3.78 
212.0 	3.53 
214.8 	3.02 
216.2 	3.27 
203.6 	2.27 
219.0 	3.02 
231.6 	3.53 
216.2 	3.02 
240.1 	2.52 
219.0 	3.02 
199.4 	3.78 
214.8 	3.27 
233.1 	4.03 
223.2 	4.03 
231.6 	3.02 
238.7 	3.27 
224.6 	4.03 
210.6 	3.78 
213.4 	3.27 
230.2 	2.27 
231.6 	3.27 
221.8 	3.78 
212.0 	4.03 
224.6 	3.27 
219.0 	4.28 
228.8 	4.53 
227.4 	3.78 
223.2 	3.78 
213.4 	3.53 
220.4 	3.78 
231.6 	3.78 
216.2 	3.53 
223.2 	3.53 
220.4 	3.53 
220.4 	4.78 
227.4 	3.78 
244.3 	3.78 
209.2 	3.78 
217.6 	3.53 
221.8 	4.03 
233.1 	3.78 
205.0 	3.02 
220.4 	3.27 
216.2 	3.78 
220.4 	3.78 
217.6 	4.28 
212.0 	3.02 
226.0 	3.53 
221.8 	3.53 
217.6 	4.78 
224.6 	3.53 
212.0 	3.78 
234.5 	3.78 
206.4 	3.78 
213.4 	3.53 
202.2 	3.78 
226.0 	3.53 
228.8 	3.53 
213.4 	3.53 
199.4 	3.53 
214.8 	3.53 
228.8 	4.53 
224.6 	4.53 
216.2 	3.78 
214.8 	4.03 
210.6 	5.54 
216.2 	5.04 
224.6 	4.03 
217.6 	4.03 
216.2 	4.53 
199.4 	3.78 
219.0 	2.52 
209.2 	4.28 
226.0 	4.28 
214.8 	4.03 
223.2 	4.53 
227.4 	5.54 
214.8 	4.03 
213.4 	4.03 
213.4 	5.04 
214.8 	4.28 
228.8 	4.03 
217.6 	4.03 
221.8 	4.28 
205.0 	4.03 
213.4 	3.27 
219.0 	3.78 
219.0 	4.78 
216.2 	4.53 
231.6 	4.53 
206.4 	4.28 
214.8 	3.78 
224.6 	4.53 
216.2 	4.03 
210.6 	5.54 
214.8 	6.30 
214.8 	5.04 
213.4 	5.04 
209.2 	5.04 
219.0 	4.53 
227.4 	4.03 
217.6 	4.03 
203.6 	4.28 
213.4 	4.53 
224.6 	4.78 
230.2 	4.53 
217.6 	4.53 
202.2 	4.28 
213.4 	4.53 
217.6 	4.03 
226.0 	4.03 
216.2 	4.28 
219.0 	5.54 
209.2 	4.78 
220.4 	5.54 
214.8 	5.29 
205.0 	4.78 
224.6 	4.28 
216.2 	5.04 
223.2 	4.78 
223.2 	4.78 
209.2 	4.53 
217.6 	4.53 
219.0 	4.78 
224.6 	5.54 
217.6 	5.04 
214.8 	4.53 
212.0 	4.28 
207.8 	4.03 
228.8 	5.04 
200.8 	4.03 
206.4 	4.28 
217.6 	4.78 
217.6 	4.53 
227.4 	4.78 
213.4 	5.04 
230.2 	4.53 
209.2 	5.04 
205.0 	5.04 
216.2 	4.28 
228.8 	4.03 
212.0 	4.28 
221.8 	4.78 
206.4 	5.29 
219.0 	4.28 
224.6 	4.78 
207.8 	5.04 
219.0 	4.28 
230.2 	4.78 
210.6 	5.29 
228.8 	5.79 
209.2 	4.78 
206.4 	5.54 
219.0 	4.28 
213.4 	5.29 
216.2 	5.29 
220.4 	5.79 
217.6 	5.79 
212.0 	6.04 
200.8 	6.04 
228.8 	6.55 
227.4 	6.04 
220.4 	5.04 
230.2 	5.04 
217.6 	6.55 
221.8 	5.04 
221.8 	4.78 
214.8 	5.04 
213.4 	6.55 
221.8 	6.30 
221.8 	5.79 
224.6 	6.55 
217.6 	5.79 
217.6 	6.30 
205.0 	5.54 
213.4 	5.79 
216.2 	5.54 
237.3 	6.55 
221.8 	5.79 
228.8 	5.29 
233.1 	5.04 
230.2 	5.79 
216.2 	5.04 
213.4 	6.04 
234.5 	5.54 
219.0 	6.30 
209.2 	6.04 
219.0 	5.79 
216.2 	5.04 
224.6 	6.04 
205.0 	4.78 
220.4 	4.78 
233.1 	5.79 
219.0 	5.54 
220.4 	5.04 
202.2 	4.78 
230.2 	4.78 
212.0 	5.29 
213.4 	4.53 
226.0 	6.04 
227.4 	4.28 
234.5 	5.29 
214.8 	4.28 
219.0 	4.03 
227.4 	5.04 
220.4 	4.28 
217.6 	5.04 
216.2 	5.29 
207.8 	4.53 
230.2 	4.53 
228.8 	5.04 
221.8 	5.54 
219.0 	5.29 
226.0 	6.04 
219.0 	4.28 
224.6 	4.28 
228.8 	4.78 
214.8 	4.53 
217.6 	4.78 
237.3 	4.78 
219.0 	5.29 
221.8 	4.03 
237.3 	4.78 
221.8 	4.28 
231.6 	4.53 
216.2 	4.28 
244.3 	4.78 
227.4 	4.28 
219.0 	4.78 
233.1 	5.04 
233.1 	4.28 
235.9 	5.29 
213.4 	3.78 
242.9 	4.28 
231.6 	5.04 
226.0 	4.28 
237.3 	4.28 
238.7 	4.53 
213.4 	4.28 
230.2 	4.78 
240.1 	5.29 
228.8 	5.04 
219.0 	5.04 
238.7 	5.29 
234.5 	4.78 
227.4 	4.78 
245.7 	3.78 
247.1 	4.28 
230.2 	4.28 
207.8 	3.78 
221.8 	4.28 
228.8 	4.03 
235.9 	4.78 
214.8 	3.53 
219.0 	4.53 
223.2 	4.28 
255.5 	4.53 
221.8 	5.04 
226.0 	3.78 
216.2 	5.04 
230.2 	5.04 
237.3 	5.29 
233.1 	4.78 
224.6 	4.53 
217.6 	4.28 
227.4 	4.28 
227.4 	4.28 
231.6 	4.28 
223.2 	4.28 
241.5 	4.03 
216.2 	4.78 
214.8 	5.04 
216.2 	4.53 
227.4 	4.28 
210.6 	4.53 
227.4 	4.28 
217.6 	4.03 
235.9 	3.02 
219.0 	4.03 
234.5 	4.03 
233.1 	3.78 
234.5 	3.78 
228.8 	3.78 
213.4 	3.27 
217.6 	3.53 
217.6 	3.78 
217.6 	4.03 
231.6 	3.02 
231.6 	3.53 
213.4 	3.02 
224.6 	3.53 
242.9 	3.02 
237.3 	3.27 
235.9 	2.77 
245.7 	3.02 
227.4 	2.77 
227.4 	3.02 
228.8 	3.53 
224.6 	3.53 
228.8 	3.27 
231.6 	3.53 
233.1 	3.02 
245.7 	3.02 
217.6 	3.02 
224.6 	3.02 
245.7 	3.02 
251.3 	3.27 
249.9 	2.77 
251.3 	3.27 
251.3 	3.02 
252.7 	2.01 
237.3 	2.77 
242.9 	3.27 
241.5 	3.02 
247.1 	2.52 
259.7 	3.53 
265.3 	2.77 
262.5 	2.52 
273.8 	3.02 
244.3 	3.02 
252.7 	3.02 
240.1 	2.52 
238.7 	2.77 
256.9 	3.27 
241.5 	2.77 
256.9 	3.27 
262.5 	3.02 
256.9 	2.77 
251.3 	2.77 
251.3 	3.78 
244.3 	2.52 
240.1 	3.02 
230.2 	2.27 
238.7 	2.52 
255.5 	2.52 
247.1 	2.52 
254.1 	2.52 
259.7 	2.77 
255.5 	2.52 
245.7 	2.52 
247.1 	3.27 
247.1 	2.52 
234.5 	2.52 
240.1 	3.02 
259.7 	2.27 
240.1 	2.27 
248.5 	3.02 
228.8 	2.01 
242.9 	2.01 
249.9 	2.77 
226.0 	2.01 
259.7 	2.77 
255.5 	3.02 
255.5 	2.77 
265.3 	2.77 
245.7 	2.27 
256.9 	3.02 
252.7 	3.53 
254.1 	1.76 
247.1 	2.01 
252.7 	2.77 
249.9 	2.27 
255.5 	2.77 
244.3 	2.27 
233.1 	2.27 
266.7 	3.02 
245.7 	2.77 
252.7 	2.52 
247.1 	3.02 
249.9 	2.01 
251.3 	2.77 
247.1 	2.27 
226.0 	2.27 
251.3 	2.77 
255.5 	2.01 
247.1 	3.02 
230.2 	2.27 
221.8 	1.76 
244.3 	2.01 
251.3 	2.01 
249.9 	2.52 
249.9 	2.27 
248.5 	2.27 
252.7 	2.77 
255.5 	2.52 
244.3 	2.52 
252.7 	2.52 
256.9 	3.02 
248.5 	2.01 
262.5 	2.52 
237.3 	1.76 
259.7 	3.02 
255.5 	2.27 
251.3 	2.27 
248.5 	2.01 
256.9 	2.52 
256.9 	2.01 
251.3 	1.76 
252.7 	2.01 
247.1 	2.01 
265.3 	2.01 
259.7 	2.01 
258.3 	1.76 
256.9 	2.01 
259.7 	2.01 
234.5 	1.76 
241.5 	2.01 
245.7 	2.01 
251.3 	2.01 
249.9 	1.76 
230.2 	1.51 
228.8 	1.76 
244.3 	2.77 
242.9 	2.01 
224.6 	2.01 
251.3 	2.27 
234.5 	1.76 
247.1 	1.76 
234.5 	1.51 
254.1 	2.01 
258.3 	2.27 
226.0 	1.76 
251.3 	2.01 
235.9 	1.76 
241.5 	1.76 
249.9 	1.51 
251.3 	1.76 
245.7 	2.52 
233.1 	2.01 
228.8 	2.27 
247.1 	2.27 
255.5 	1.76 
245.7 	1.51 
256.9 	2.01 
255.5 	2.01 
258.3 	1.76 
240.1 	2.01 
254.1 	2.01 
251.3 	1.51 
241.5 	1.26 
252.7 	1.01 
244.3 	1.01 
245.7 	1.01 
242.9 	1.26 
249.9 	1.26 
268.1 	1.01 
259.7 	1.26 
261.1 	2.01 
258.3 	2.01 
252.7 	1.51 
256.9 	2.27 
261.1 	2.01 
241.5 	1.26 
254.1 	2.27 
261.1 	1.51 
247.1 	2.27 
258.3 	2.27 
252.7 	1.51 
265.3 	2.27 
259.7 	1.76 
244.3 	1.51 
252.7 	2.01 
256.9 	2.01 
266.7 	1.76 
255.5 	2.01 
271.0 	2.27 
251.3 	2.01 
256.9 	2.01 
240.1 	2.01 
256.9 	1.26 
259.7 	1.76 
252.7 	1.51 
254.1 	1.51 
261.1 	2.27 
265.3 	2.27 
248.5 	1.51 
252.7 	1.01 
263.9 	2.27 
258.3 	1.26 
261.1 	1.51 
259.7 	1.51 
263.9 	1.51 
251.3 	1.26 
238.7 	0.76 
247.1 	1.26 
245.7 	1.76 
247.1 	0.50 
261.1 	1.51 
265.3 	1.51 
258.3 	1.51 
263.9 	2.52 
261.1 	1.76 
266.7 	2.27 
247.1 	1.01 
256.9 	1.51 
259.7 	1.76 
256.9 	1.01 
263.9 	2.01 
259.7 	1.51 
262.5 	2.27 
256.9 	2.01 
268.1 	2.77 
258.3 	2.01 
266.7 	3.27 
276.6 	3.27 
265.3 	2.52 
272.4 	2.77 
268.1 	2.27 
255.5 	3.02 
265.3 	2.52 
261.1 	2.77 
262.5 	2.01 
261.1 	2.27 
255.5 	3.02 
259.7 	2.52 
256.9 	1.76 
262.5 	3.02 
268.1 	2.52 
259.7 	3.27 
263.9 	2.52 
266.7 	3.27 
252.7 	2.77 
261.1 	2.77 
269.6 	2.77 
269.6 	2.77 
262.5 	2.77 
271.0 	2.52 
268.1 	2.52 
268.1 	2.01 
271.0 	2.52 
269.6 	2.27 
276.6 	2.77 
275.2 	2.01 
272.4 	1.76 
269.6 	2.52 
275.2 	2.01 
268.1 	2.77 
272.4 	2.52 
268.1 	2.77 
273.8 	2.77 
268.1 	2.01 
272.4 	2.01 
269.6 	2.77 
261.1 	2.27 
273.8 	2.52 
273.8 	2.27 
278.0 	1.76 
275.2 	2.27 
275.2 	2.52 
273.8 	2.52 
272.4 	2.01 
262.5 	1.76 
268.1 	2.52 
268.1 	2.27 
268.1 	1.51 
268.1 	2.27 
268.1 	2.27 
256.9 	1.76 
266.7 	2.27 
266.7 	1.51 
268.1 	2.27 
266.7 	1.76 
258.3 	1.51 
268.1 	1.76 
263.9 	2.01 
263.9 	1.51 
265.3 	1.76 
265.3 	2.01 
259.7 	1.26 
272.4 	2.52 
271.0 	1.76 
269.6 	2.27 
275.2 	2.27 
269.6 	3.02 
265.3 	2.27 
268.1 	2.52 
271.0 	1.76 
265.3 	2.77 
263.9 	2.27 
259.7 	1.51 
265.3 	2.27 
259.7 	1.01 
273.8 	1.51 
